search_keyword,url,title,summary,crawled_at,published_at,content
코스피,http://www.ftoday.co.kr/news/articleView.html?idxno=345539,"개미들의 '울분'...&quot;대주주 기준 10억원, '코스피5000'에 역행&quot;","특히, 개미들은 &quot;이재명 대통령이 공약했던 '코스피 5000 달성'을 역행하는 정책&quot;이라고 비판하고 있다. 1일... 주창한 코스피 5000 시대는 허무맹랑한 구호에 그치고, 오히려 코스피 2000 시대 회귀 가능성이 더 높다&quot;고... ",2025-08-01T11:32:19.347135,2025-08-01,"지난 31일 정부가 발표한 증권거래세율 인상과 대주주 기준 10억원에 대한 ‘개미’들의 반발이 이어지고 있다. 특히, 국회 국민동의청원 홈페이지에는 ‘대주주 양도소득세 하향 반대에 관한 청원’이 하루 만에 2만명 가까운 동의를 얻기도 했다.
◆‘대주주 양도소득세 기준 하향 반대’ 청원
기획재정부는 지난 31일 발표한 ‘2025 세제개편안’에서 대주주 양도소득세 과세 기준을 종목당 50억원에서 10억원으로 낮추기로 했다. 또 증권거래세율은 현행 0.15%에서 0.2%로 0.05%포인트 인상된다.
이에 대해, 정부는 “윤석열 정부 당시 인상했던 부분을 원래로 되돌리는 것이다. 증권거래세율 역시 금융투자소득세(금투세) 도입을 전제로 일시 인하했던 세율을 다시 올리는 것”이라고 설명했다.
하지만 개미들의 입장은 다르다. 특히, 개미들은 “이재명 대통령이 공약했던 ‘코스피 5000 달성’을 역행하는 정책”이라고 비판하고 있다.
1일 11시 현재 국회 국민동의청원 게시판에는 ‘대주주 양도소득세 기준 하향 반대’ 청원이 게재 하루 만에 1만7493명의 동의를 얻었다. 국회 국민동의 청원은 한 달 내 5만 명이 넘는 동의를 받으면 관련 상임위원회에 안건이 회부된다.
청원 작성자는 게시글에서 “양도소득세는 연말에 회피하기 위해 팔면 그만인 법안인데 연말마다 회피 물량이 쏟아지면 미국처럼 우상향할 수 없다”며 “미장이랑 국장 세금이 똑같으면 어느 바보가 국장을 하겠냐”고 주장했다.
그러면서 “국장에서 돈 많이 번 것도 아니고 많이 들고 있는 것이 죄라서 내는 세금이면 당연히 미장으로 갈 것”이라며 “10억 원으로 사다리 걷어차지 말고 제발 국장에서 장기 투자하는 문화, 텐베거(10배 수익률) 꿈 좀 지켜달라”고 호소했다.
앞서 한국주식투자자연합회도 양도세 대주주 요건 강화에 대한 반대 입장을 내고 국회 앞에서 시위에 나섰다.
정의연 한투연 대표는 “대주주 기준 하향은 부동산 공화국을 더욱 공고하게 만드는 초대형 악수가 될 것”이라며 “이재명 대통령이 주창한 코스피 5000 시대는 허무맹랑한 구호에 그치고, 오히려 코스피 2000 시대 회귀 가능성이 더 높다”고 반발했다.
민주당 내부에서도 반발은 나왔다.
이소영 더불어민주당 의원은 “서울 아파트 한 채 가격도 안 되는 주식 10억원 어치를 가지고 있다고 ‘대주주가 내는 세금’을 부과하는 게 상식적인지 의문”이라면서 “부동산에 집중된 자금이 주식시장으로 옮겨가야 한다고 말은 하면서, 세제 개편이 반대로 발표되면 누가 주식시장에 투자하겠나”고 말했다.
파이낸셜투데이 박순원 기자"
코스피,https://www.newsis.com/view/NISX20250801_0003275291,"&quot;세제 개편안 실망&quot;…코스피, 외국인·기관 매도세에 3% 급락",코스피가 외국인과 기관의 쌍끌이 매도 공세에 장중 3%대 하락하고 있다. 전날 발표된 정부의 세제 개편안에 대한 실망감이 반영된 것으로 풀이된다. 1일 한국거래소에 따르면 오전 10시52분 현재 코스피 지수는 전날 보다... ,2025-08-01T11:32:19.347135,2025-08-01,"코스피 장중 3%대 하락…3120선까지 밀려
코스닥 800선 붕괴
[서울=뉴시스]  2025.07.31.
[email protected]"
코스피,https://www.newsworks.co.kr/news/articleView.html?idxno=805776,김병기 &quot;한미 관세협상은 민생회복 발판…기업 위축 배임죄 정비할 것&quot;,"김 원내대표는 이날 국회에서 열린 최고위원회의에서 &quot;한미 관세 협상의 성공 소식에 코스피는 장중 연고점인 3288을 기록했고, 주요 언론도 '불붙는 증시'라며 속보를 전했다&quot;며 이같이 말했다. 이어 &quot;이 흐름을 '코스피... ",2025-08-01T11:32:19.347135,2025-08-01,
코스피,https://daily.hankooki.com/news/articleView.html?idxno=1251873,"김병기 &quot;한미관세 협상 성과, 민생 회복·성장 발판으로&quot;",김 직무대행은 이날 오전 국회에서 열린 최고위원회의에서 &quot;어제 한미 관세 협상 타결 소식에 코스피 지수는 장중 연고점 3288을 찍었다. 지금의 흐름을 코스피 5000 시대의 동력으로 삼아 민생경제 회복과 성장으로 반드시... ,2025-08-01T11:32:19.347135,2025-08-01,
코스피,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8319368&ref=A,코스피 3% 가까이 급락…관세·세제개편 영향,"오늘(1일) 코스피가 장중 3% 가깝게 급락하며 3,200선이 무너졌습니다. 오늘 오전 코스피는 어제보다 90포인트 이상 내린 3,150선 안팎에서 거래를 이어가고 있습니다. 코스피는 어제보다 35포인트 내리며 출발한 뒤 낙폭을... ",2025-08-01T11:32:19.347135,2025-08-01,[실패] 본문 영역 추출 실패
코스피,https://www.kukinews.com/article/view/kuk202508010053,코스피 3200선 내줘…“세제 개편안 실망 매물 출회”,1일 한국거래소에 따르면 오전 11시10분 현재 코스피 지수는 전 거래일 대비 2.70%(87.53p) 떨어진 3151.37을 기록 중이다. 같은 시간 코스닥 지수는 2.99%(24.04p) 급락한 779.67에서 움직이고 있다. 코스피와 코스닥 지수... ,2025-08-01T11:32:19.347135,2025-08-01,"‘전격 트레이드’ NC, 손아섭 한화로 보낸다
NC 다이노스와 한화 이글스가 31일 트레이드를 진행했다.  NC는 외야수 손아섭을 내주는 대신 2026 KBO 신인드래프트
2025-07-31 20:10:05"
코스피,https://www.jeonmae.co.kr/news/articleView.html?idxno=1171789,"[특징주] 대한조선, 코스피 상장 첫날 +78%대 급등","대한조선 주가가 코스피 상장 첫날 급등세를 보이고 있다. 1일 오전 11시 10분 기준 현재 공모가 대비 +78.00% 오른 8만 9,000원에 거래되고 있다. 거래량은 810만 7,682주다. 중대형 선박 조선 전문기업인 대한조선은... ",2025-08-01T11:32:19.347135,2025-08-01,"대한조선 주가가 코스피 상장 첫날 급등세를 보이고 있다.
1일 오전 11시 10분 기준 현재 공모가 대비 +78.00% 오른 8만 9,000원에 거래되고 있다.
거래량은 810만 7,682주다.
중대형 선박 조선 전문기업인 대한조선은 지난달 22∼23일 공모주 청약을 진행한 결과 경쟁률이 238.1대 1을 기록한 바 있다. 청약 증거금으로는 약 17조8천608억 원이 몰렸다.
대한조선은 유조선, 셔틀탱커선, 컨테이너선 등 다양한 선종을 만드는 업체다. 1987년 설립된 신영조선공업이 전신으로, 2004년 현재의 사명으로 변경했다.
[전국매일신문] 김주현기자
joojoo@jeonmae.co.k"
코스피,https://www.newspim.com/news/view/20250801000378,"코스피, 세제개편 발표 이후 2%대 하락",1일 코스피 지수가 이재명 정부의 첫 세재개편안 발표 이후 큰 폭으로 하락하며 3150선에서 거래가 진행되고 있다. 이날 오전 서울 여의도 KB국민은행 딜링룸에서 딜러들이 업무를 보고 있다. 2025.08.01... ,2025-08-01T11:32:19.348130,2025-08-01,
코스피,https://www.ytn.co.kr/_ln/0101_202508011116363972,"민주 &quot;관세 협상, 코스피 5천 시대 동력으로...입법 지원&quot;","김병기 대표 직무대행 겸 원내대표는 오늘(1일) 최고위원회의에서 한미 협상 타결 소식에 어제 코스피 지수는 장중 연고점을 찍었다면서, 그 흐름을 코스피 5천 시대의 동력으로 삼아 민생경제 회복과 성장으로 반드시... ",2025-08-01T11:32:19.348130,2025-08-01,"더불어민주당은 이재명 정부가 한미 관세 협상이라는 큰 고비를 성공적으로 넘겼다면서, 필요한 대책과 입법을 신속 추진하겠다고 강조했습니다.
김병기 대표 직무대행 겸 원내대표는 오늘(1일) 최고위원회의에서 한미 협상 타결 소식에 어제 코스피 지수는 장중 연고점을 찍었다면서, 그 흐름을 코스피 5천 시대의 동력으로 삼아 민생경제 회복과 성장으로 반드시 연결하겠다고 말했습니다.
이어 국민의힘은 한미 정상회담을 얻기 위한 과도한 양보이자 사실상 손해라며 평가절하하고 있다면서, 앞뒤 안 맞는 정쟁 몰이이자 국격 훼손의 정치 선동이라고 비판했습니다.
전현희 최고위원은 국민의힘이 관세를 12.5%까지 낮춰야 한다는 얼토당토 않는 주장을 한다면서, 친일 군사 쿠데타로 헌정질서를 파괴하려 했던 내란 세력이 국익 파괴 집단으로 변모한 거냐고 비난했습니다.
그러면서 윤석열 정권에서 '바이든-날리면 사태'로 어색해졌던 한미 관계가 복원의 전기를 마련했다고 주장했습니다.
YTN 조은지 (zone4@ytn.co.kr)"
코스피,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202508010851&t=NN,사상최고점 돌파 기대 '와르르'…또 악몽 '스멀스멀',코스피는 0%에서 2023년 수준인 0.05%로 올린다. 농어촌특별세(0.15%)를 고려하면 0.15%에서 0.20%로 오르는... 이번 방침이 '코스피 5천' 목표에 역행한다는 지적이 여당 내에서도 나오고 있어 실제 적용까지는 험로가... ,2025-08-01T11:32:19.348130,2025-08-01,[실패] 본문 영역 추출 실패
코스피,https://biz.heraldcorp.com/article/10544816?ref=naver,관세터널 겨우 벗어났는데…개미 울리는 세제개편,"중장기적으로 자사주 의무소각, 상법개정 등 증시 체질 개선에 따른 코스피 상승 기대도 나오지만... 현재 코스피 시장에선 0%(농어촌특별세 0.15% 별도), 코스닥은 0.15%가 적용되고 있는데 내년부터는 각각 0.05%포인트씩... ",2025-08-01T11:32:19.348130,2025-08-01,"증권거래세율 0.2% 복원 단기매매 부담
배당소득 분리과세 기대 어긋나 실망 매물
양도소득세 강화에 “장기보유 유인 저해”
국민청원글 “세금 회피 물량에 주가빠져”
정부가 개정된 세제개편안을 내놓은 가운데 시장에서는 증권거래세율 0.2% 복원과 양도소득세 부과기준 강화가 증시 상승에 특히 부담이 될 것으로 보고 있다. 배당소득 분리과세 최고세율(35%)이 예상(25%)보다 높자 실망 매물도 나오고 있다.
법인세가 구간별로 0.1%포인트 오른 건 녹록지 않은 대내·외 경제여건에 직면한 기업의 활동에도 부담이다. 중장기적으로 자사주 의무소각, 상법개정 등 증시 체질 개선에 따른 코스피 상승 기대도 나오지만 세제개편에 따른 잡음은 불가피할 전망이다.
1일 한국거래소에 따르면 대표적인 고배당주로 분류된 금융주들은 전날 하락 마감했다. ▷KB금융(-1.68%) ▷신한지주(-1.31%) ▷하나금융지주(-0.70%) ▷우리금융지주(-1.20%)를 비롯해 ▷삼성생명(-1.10%) ▷삼성화재(-0.79%) 등이 하락했다. 배당 상장지수펀드(ETF)도 약세다. 일주일 기준 ▷KODEX 고배당주(-2.45%) ▷SOL금융지주플러스고배당(-4.99%) ▷PLUS 고배당주(-2.79%) 등이 마이너스(-) 수익률이다.
배당주 약세는 세제개편안에 따른 실망 매물 영향으로 풀이된다. 배당소득 분리과세 대상이 되는 상장사 기준이 까다로운데다 분리과세 최고세율이 35%(지방세 포함 38.5%)로 시장 예상치보다 높아서다. 상장사의 배당을 유인하는 긍정 요인이지만 심리로 움직이는 시장 특성상 실망감이 선반영된 것이다.
금융투자업계 관계자는 “배당소득 분리과세는 시장에서 가장 큰 관심을 받았던 부분”이라며 “(최고세율) 25% 내지는 완전한 분리과세를 예상했는데 그보다 높은 수준의 세율로 결정돼 시장에는 실망 매물이 나올 것”이라 예상했다. 김중원 현대차증권 연구원도 “증권거래세 인상, 금융투자소득세 논의 같은 세제 리스크는 단기적인 거래 위축과 수익성 부담 요인”이라고 했다.
‘증권거래세율 0.2%’ 복원은 개인투자자, 특히 거래 빈도가 높은 단기 투자자에게 영향을 줄 것으로 보인다. 수익과 상관없이 매매 시 부과되는 세금이기 때문이다. 현재 코스피 시장에선 0%(농어촌특별세 0.15% 별도), 코스닥은 0.15%가 적용되고 있는데 내년부터는 각각 0.05%포인트씩 늘어난다.
양도소득세 부과 대주주 기준 강화(기존 50억→10억원)는 연말 회피 물량에 따른 주가 변동성을 키울 수 있다. 실제 양도소득세 대주주 기준이 10억원이던 2023년 개인투자자는 코스피에서 11~12월 두 달 간 13조5860억원을 순매도했다. 직전 10월 매도 금액 2490억원에서 폭증했다.
자본시장연구원은 보고서를 통해 “유가증권시장에서 개인투자자들이 12월에 가장 높은 수준의 누적순매도를 보인다는 점은 대주주 지정을 회피하고자하는 유인과 일관성을 가지는 결과로 해석된다”고 분석했다.
정해창 대신증권 연구원은 “(대주주 양도세 기준 변화는) 대형주의 장기보유 유인을 저해한다”며 “단기적으로는 연말 매도, 수급 악화, 일시적 주가 하락을 초래할 수 있다”고 했다.
국회 국민동의 청원 게시판에는 이날 ‘대주주 양도소득세 하향 반대’라는 제목의 청원도 올라왔다.
청원인은 “양도소득세는 대주주가 회피하기 위해 연말에 팔면 그만인 세금”이라며 “연말마다 세금 회피용 물량이 쏟아지고 주가는 빠지게 돼 있다”고 우려했다.
법인세 인상은 성장 잠재력 둔화, 통상 환경 악화, 내수 침체 장기화 등 복합위기에 직면한 기업의 활동 위축을 야기할 수 있다는 지적이다. 한국경영자총협회는 “법인세율 인상, 임시투자세액공제 종료 등은 이러한 지원의 실효성을 낮추고 투자 심리를 위축시킬 것”이라고 했다.
미국과 관세 협상을 마무리했지만 관세 인상에 따른 여파도 불가피하다. 김진성 흥국증권 연구원은 “대미 무역합의 이후로도 높아진 관세율, 수출수요 감소, 글로벌 교역의 둔화 등 수출 주도의 성장동력이 강화되기는 어려워 보인다”고 했다.
세제개편안에 따른 변동성은 단기적이란 관측도 있다. 정상진 한국투자신탁운용 주식운용본부장은 “(코스피가) 그간 많이 올라왔기 때문에 (세제개편이) 약간 흔들리게 하는 요인이 될 수 있다”면서도 “자사주 의무소각, 상법 개정과 같은 후속 정책도 있고 기본적으로 개인과 외국인의 잠재 수급이 뒷받침되고 있다”고 긍적적으로 내다봤다. 유동현 기자
dingdong@heraldcorp.com"
코스피,https://www.newspim.com/news/view/20250801000374,3200선 내준 코스피... 2%대 하락,1일 코스피 지수가 이재명 정부의 첫 세재개편안 발표 이후 큰 폭으로 하락하며 3150선에서 거래가 진행되고 있다. 이날 오전 서울 여의도 KB국민은행 딜링룸에서 딜러들이 업무를 보고 있다. 2025.08.01... ,2025-08-01T11:32:19.348130,2025-08-01,
코스피,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0100&key=20250801.99099000032,"국힘, 李정부 세재개편안 “반기업 세금폭탄” 맹폭… 철회 요구","이어 “이번 세제 개편안은 이 대통령의 코스피 5,000 약속을 지키기는커녕 코스피 3대 악재로 작용할 것”이라며 “국민의힘은 정부의 반기업 조세정책을 강력히 규탄하며 이번 세제 개편안 철회를 공식 요구한다”고... ",2025-08-01T11:32:19.348130,2025-08-01,[실패] 본문 영역 추출 실패
