url,title,published_at,analysis_keywords,analysis_orgs,summary_ai,sentiment_label
https://www.yeongnam.com/web/view.php?key=20250801021426880,"관세협상·세제개편 실망…코스피 3,200선 붕괴",2025-08-01,"['코스피', '하락', '주식시장', '하나은행', '서울']",['하나은행'],코스피 지수가 개장 후 하락세를 보이며 3200선 아래로 내려갔다. 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있는 사진과 함께 코스피 하락 소식을 전하고 있다.,Negative
https://www.pointdaily.co.kr/news/articleView.html?idxno=261771,"[시황] 코스피, 외인·기관 '팔자세'에 장중 3200선 붕괴",2025-08-01,"['코스피', '하락', '외국인', '기관', '매도']",[],코스피 지수가 외국인과 기관의 매도세로 하락 출발하여 장중 3200선을 내주었다. 전 거래일 대비 0.28% 하락한 3245.44로 마감했다.,Negative
http://www.yonhapnewstv.co.kr/MYH20250801114139015,"코스피, 장중 3%대 급락…코스닥도 4% 떨어져",2025-08-01,"['코스피', '급락', '코스닥', '하락', '증시']",[],"코스피가 장중 한때 3% 넘게 급락하여 3130선 밑으로 떨어졌고, 코스닥 지수도 4% 하락하며 770선 초반까지 밀렸다.  자세한 내용은 기자 연결을 통해 알아볼 예정이다.",Negative
http://www.yonhapnewstv.co.kr/MYH20250801113946063,[이시각헤드라인] 8월 1일 뉴스센터,2025-08-01,"['코스피', '급락', '환율', '특검', '세법개정안']","['IMS모빌리티', 'HS효성', '연합뉴스TV']","코스피가 시장 기대에 못 미치는 세법 개정안 충격 등으로 장중 3%대 급락을 기록했고, 원달러 환율도 1400원을 넘어섰다.  김건희 특검팀은 윤석열 전 대통령에 대한 체포영장 집행을 시도했으나 무산되었고, '집사게이트' 관련 압수수색을 진행했다. 한미 외교장관 회담이 건설적으로 진행되었고 정상회담 일정을 조율 중이라고 밝혔다.",Negative
https://biz.sbs.co.kr/article_hub/20000250707?division=NAVER,"증시 띄운다더니, 세금 더 걷나…세제개편안 실망",2025-08-01,"['코스피 5000 시대', '과세 기준 강화', '투자심리 위축', '이재명 정부', '주식시장']",[],"정부의 주식시장 과세 기준 강화 조치로 투자심리가 위축될 수 있으며, 이는 코스피 5000 시대 공약을 내건 이재명 정부의 정책에 부정적인 영향을 미칠 수 있다.",Negative
https://www.newsworks.co.kr/news/articleView.html?idxno=805787,"원달러 환율, 2달 만에 '1400원' 원위치…배경은 '美 PCE 물가지수'",2025-08-01,"['코스피', '하락', '환율', '잭슨홀 미팅', '미·중 정상회담']",['하나은행'],"코스피가 전일 대비 2.97% 하락한 3148.93을 기록 중이며, 환율은 1365원~1405원 사이로 예상된다.  잭슨홀 미팅과 미·중 정상회담 여부가 주요 변수로 작용하고 있다.",Negative
https://www.ddaily.co.kr/page/view/2025080111165726092,"미 관세 직격탄 맞은 삼양식품…주가 하락세, 가격 인상하나",2025-08-01,"['삼양식품', '시가총액', '외국인 보유율', '가격 인상', '코스피']",['삼양식품'],"삼양식품의 시가총액은 약 10조 8000억원으로 코스피 시총 52위를 기록 중이며, 외국인 보유율은 20.61%이다. 최근 외국인 수급 변화가 감지되고 있으며, 업계와 투자자들의 관심은 삼양식품의 가격 인상에 집중되어 있다.",Neutral
https://biz.sbs.co.kr/article_hub/20000250706?division=NAVER,세제개편안에 실망? 코스피·코스닥 3%대 약세,2025-08-01,"['코스피', '약세', '세재개편안', '실망감', '하락']",[],"한미 관세협상 타결에도 코스피는 약세를 지속하고 있으며, 정부의 세재개편안에 대한 실망감으로 장중 주가가 3% 넘게 변동했다.",Negative
https://www.sisajournal.com/news/articleView.html?idxno=341663,"코스피 3% 급락에 전화 폭주, 국민청원…민주당 향하는 뿔난 개미들",2025-08-01,"['코스피', '급락', '개인 투자자', '더불어민주당', '세제개편']",['더불어민주당'],"코스피 지수가 장 초반 3% 넘게 급락하면서 개인 투자자들의 불만이 더불어민주당을 향하고 있다.  정부와 여당의 주식 양도소득세 과세 기준 강화에 대한 반발이 거세지고 있으며, 민주당 정책위원회에는 항의성 민원이 빗발치고 있다.",Negative
https://biz.chosun.com/stock/market_trend/2025/08/01/FUHU6BBVG5FG5AU53RBGQPTAHY/?utm_source=naver&utm_medium=original&utm_campaign=biz,관세 해결되니 세제 개편 ‘쇼크’… 코스피·코스닥 3% 동반 하락,2025-08-01,"['코스피', '코스닥', '하락', '3200선 붕괴', '3100대 사수']",[],"코스피 지수가 3200선이 붕괴되어 3100대를 유지하기 위해 안간힘을 쓰고 있으며, 코스닥 지수도 3% 이상 하락하고 있다. 오전 11시 30분 기준 코스피는 전 거래일 대비 2.94% 하락한 3150.17을 기록하고 있다.",Negative
https://www.job-post.co.kr/news/articleView.html?idxno=166204,"한화에어로스페이스, 8월 1일 장중 931,000원 -6.53% 약세",2025-08-01,"['한화에어로스페이스', '주가수익비율(PER)', '시가총액', '코스피', '동일업종']",['한화에어로스페이스'],한화에어로스페이스의 시가총액은 48조 55억 원으로 코스피 시가총액 순위 5위를 유지하고 있다.  주가수익비율(PER)은 18.83배로 동일업종 PER 27.70배보다 낮은 수준이다.,Neutral
https://www.widedaily.com/news/articleView.html?idxno=274108,환산주가 순위 지각변동…달바글로벌·에이피알 등 약진,2025-08-01,"['크래프톤', 'NAVER', '환산주가', '시가총액', '코스피/코스닥']","['크래프톤', 'NAVER']",환산주가 기준으로 크래프톤이 국내 코스피·코스닥 상장사 중 가장 높은 몸값을 기록했다.  2위는 NAVER로 1175만원의 환산주가를 보였다.,Neutral
https://www.job-post.co.kr/news/articleView.html?idxno=166209,"한국전력 주가 8월 1일 36,800원 거래, 오전 장중 4.54% 하락",2025-08-01,"['한국전력', '주가', '코스피', '하락', '네이버페이 증권']","['한국전력', '네이버페이 증권']","8월 1일 오전 11시 33분 기준 한국전력 주가는 36,800원으로 전일 대비 1,750원(-4.54%) 하락했다. 네이버페이 증권에 따르면 한국전력 주가는 37,850원으로 장을 시작했다.",Negative
https://news.einfomax.co.kr/news/articleView.html?idxno=4367855,"[서환] 100 웃돈 달러인덱스에 1,400원선 위협…7.90원↑",2025-08-01,"['코스피', '하락', '외국인 투자자', '순매도', '역외 달러-위안 환율']",[],"코스피가 1.8% 하락했으며, 외국인 투자자는 유가증권시장에서 1천378억원 어치 주식을 순매도했다. 역외 달러-위안(CNH) 환율은 7.2080위안으로 상승했다.",Negative
https://www.kfenews.co.kr/news/articleView.html?idxno=643465,"[특징주] 대한조선, 상장 첫날 78% 강세",2025-08-01,"['대한조선', 'IPO', '기업공개', '코스피', '상장']","['대한조선', '한국거래소']","하반기 IPO 대어로 꼽히는 대한조선이 코스피 입성 첫날 공모가 대비 78% 상승했다.  공모가 기준 시가총액은 1조 9000억원이며, 상장을 통해 확보한 자금은 친환경 선박 기술 고도화 등에 사용될 예정이다.",Positive
https://www.goodkyung.com/news/articleView.html?idxno=269031,김병기 &quot;한미 관세협상 후속 과제 점검…필요 대책·입법 신속 추진&quot;,2025-08-01,"['한미 관세협상', '코스피', '민생경제', '배임죄', '더불어민주당']",['더불어민주당'],"더불어민주당 김병기 직무대행은 한미 관세협상 타결을 성공적인 결과로 평가하며, 민생경제 회복과 성장에 대한 기대를 높였다고 밝혔다.  또한, 검찰의 기업인 압박용으로 남용되는 배임죄를 신속하게 정비하겠다고 밝혔다.",Positive
http://www.segye.com/newsView/20250801507107?OutUrl=naver,"원·달러 환율, 장중 1400원 터치… 美 금리 동결 영향",2025-08-01,"['원·달러 환율', '달러 강세', '달러인덱스', '미국 연준', '금리 인하']","['미국 연방준비제도(Fed·연준)', '모건스탠리']","원·달러 환율이 달러 강세와 외국인 주식 순매도 등으로 장중 1400원을 돌파했다.  미국 연준의 금리 인하 기대 약화가 달러 강세의 주요 요인으로 꼽히며, 코스피 하락도 원화 가치 하락에 영향을 미쳤다.",Negative
https://biz.sbs.co.kr/article_hub/20000250705?division=NAVER,이 시각 주요 뉴스,2025-08-01,"['코스피', '급락', '세제개편', '관세협상', '외국인/기관 매도']",[],외국인과 기관의 매도로 코스피가 장중 3% 넘게 급락하며 3200선이 무너졌다.  전날 타결된 관세협상 결과와 정부의 세제개편안이 시장에 부정적으로 작용한 것으로 보인다.,Negative
http://news.mt.co.kr/mtview.php?no=2025080110575786605,"&quot;세제개편 실망, 3천피 깨질 수도&quot;…물타는 개미 어쩌나",2025-08-01,"['코스피', '코스닥', '하락', '세제개편안', '실망감']",[],"코스피 지수가 장중 3% 가까이 하락하며 3150선으로 후퇴했다.  코스피와 코스닥 시장에서 10종목 중 9종목이 하락세를 보였으며, 금융투자전문가들은 세제개편안에 대한 실망감을 주요 원인으로 분석했다.",Negative
https://news.tf.co.kr/read/economy/2229929.htm,"환율 1400원 터치, 코스피 3200선 붕괴…트럼프發 달러 강세",2025-08-01,"['코스피', '하락', '원·달러 환율', '1400원 돌파', '장중']",[],"코스피가 장중 3200선을 내주었고, 원·달러 환율은 장중 1400원을 돌파했다.  오전 11시 18분 현재 코스피는 전 거래일 대비 2.76% 하락한 3155.92를 기록하고 있다.",Negative
https://www.sportsworldi.com/newsView/20250731521274,"李정부, &quot;감세 시대 끝났다&quot;…법인세·양도소득세 손본다",2025-07-31,"['세제개편안', '법인세 인상', '증권거래세 인상', '양도소득세 강화', '서민·중산층 지원']",['기획재정부'],"이재명 정부는 2025년 세제개편안을 발표하며 윤석열 정부의 감세 정책을 되돌리고 조세 정상화를 추진한다. 법인세 최고세율을 25%로 인상하고, 증권거래세와 양도소득세를 강화하는 한편, 서민·중산층 및 다자녀 가구에 대한 세제 지원을 확대한다.  이를 통해 2025년 세수 35조6000억원 증가를 예상하고 있다.",Neutral
https://www.meconomynews.com/news/articleView.html?idxno=117454,"신한운용 SOL 코리아메가테크액티브, 연초 이후 수익률 72%",2025-07-31,"['SOL 코리아메가테크액티브 ETF', '수익률 상승', '순자산 증가', '메가테크 테마 투자', '액티브 전략']","['신한자산운용', '두산에너빌리티', '효성중공업', '비에이치아이', '삼성전자', '현대차']","신한자산운용의 SOL 코리아메가테크액티브 ETF가 연초 이후 72.04%의 높은 수익률을 기록했다.  최근 두 달 동안 순자산이 5배 이상 증가했으며,  모빌리티, AI, 로봇 등 메가테크 테마에 대한 투자와 액티브 전략이 주효했다.",Positive
https://www.ytn.co.kr/_ln/0102_202507312251296325,배당소득 분리과세...다자녀가구 카드공제 한도 상향,2025-07-31,"['세제개편안', '고배당 기업 배당소득 분리과세', '다자녀 가구 지원', '신용카드 소득공제', '예체능 학원비 세액공제']",[],"올해 세제개편안에는 코스피 5000 공약 지원을 위한 고배당 기업 배당소득 분리과세와 다자녀 가구의 양육비 부담 완화를 위한 신용카드 소득공제 한도 상향, 초등 저학년 예체능 학원비 세액공제 등이 포함되었다.",Neutral
https://www.ytn.co.kr/_ln/0102_202507312247199605,코스피 연고점 찍고 하락 마감...한화오션 폭등,2025-07-31,"['한미 관세협상', '코스피 연고점 경신', '조선주 상승', '1,500억 달러 조선업 펀드', '한화오션']",['한화오션'],"한미 관세협상 타결로 코스피가 연고점을 경신했다.  관세율이 일본과 유럽 수준인 15%로 결정되면서 1,500억 달러 규모의 조선업 펀드 기대감이 커졌고,  조선주 중 한화오션은 장중 15% 이상 급등했다.",Positive
https://news.tvchosun.com/site/data/html_dir/2025/07/31/2025073190278.html,尹정부 '감세정책' 지운다…법인세·증권거래세 일제히 인상,2025-07-31,"['세제개편안', '법인세 인상', '증권거래세 인상', '대주주 양도세 강화', '조세 정상화']",[],"정부는 내년도 세제개편안에서 윤석열 정부 시절 인하되었던 법인세율을 다시 인상하고, 대주주 기준을 강화하며 증권거래세율을 올리는 등 사실상 증세 기조를 취했다. 정부는 이를 '조세 정상화'라고 설명하지만,  증세 논란이 예상된다.",Neutral
https://news.cpbc.co.kr/article/1165878?division=NAVER,공감 칼럼(제철경제) I 박시동 &quot;쌀·소고기 지키고 투자도 절묘히 해내...,2025-07-31,"['증권거래세 인상', '양도소득세', '대주주']",[],"증권거래세율을 코스닥 0.2%, 코스피 0.05%로 인상하고, 주식 양도소득세 대상인 대주주 기준을 강화하는 내용이 감세 정책 원복의 일환으로 언급되었다.",Neutral
https://www.munhwa.com/article/11522973?ref=naver,李정부 첫 세제개편안에 與 “초부자감세 정상화” vs 野 “반기업 폭정...,2025-07-31,"['세제개편안', '법인세 인상', '여야 반응', '부자 감세', '경제 폭정']","['더불어민주당', '국민의힘']","이재명 정부의 세제개편안에 대해 더불어민주당은 윤석열 정부의 '부자 감세'를 바로잡는 조치라고 평가했지만, 국민의힘은 기업을 옥죄는 '경제 폭정'이라며 강하게 비판했다.  법인세 인상, 대주주 양도세 강화, 증권거래세율 인상 등이 주요 쟁점이다.",Neutral
https://news.tvchosun.com/site/data/html_dir/2025/07/31/2025073190270.html,최악은 면했지만 수출 타격 불가피…'0%대 성장' 우려도 여전,2025-07-31,"['한미 관세협상', '수출 타격', '경제 성장률', '재정 부담', 'GDP 감소']",[],"한미 관세협상이 15% 관세율로 타결되었지만, 수출 의존도가 높은 한국 경제에 미치는 타격은 불가피하다.  협상 결렬 시 예상되었던 GDP 감소는 막았지만, 주요 수출 품목에 대한 관세 부과와 추가 재정 부담으로 0%대 성장 우려가 여전히 남아있다.",Negative
https://weekly.hankooki.com/news/articleView.html?idxno=7122435,HS효성첨단소재 2분기 영업이익 587억원…작년 대비 11.3%↓,2025-07-31,"['HS효성첨단소재', '2분기 영업이익 감소', '매출 증가']",['HS효성첨단소재'],"HS효성첨단소재는 2분기 영업이익이 전년 동기 대비 11.33% 감소한 587억원을 기록했지만, 매출은 0.3% 증가한 8430억원을 달성했다.",Negative
https://weekly.hankooki.com/news/articleView.html?idxno=7122433,HS효성 2분기 영업이익 108억원,2025-07-31,"['HS효성', '2분기 영업이익', '매출', '순이익']",['HS효성'],"HS효성은 2분기 영업이익 108억원, 매출 3879억원, 순이익 59억원을 기록했다고 공시했다.",Neutral
https://www.idaegu.co.kr/news/articleView.html?idxno=518523,법인세 전구간 1%p 인상…대주주 기준 50억→10억,2025-07-31,"['세법 개정안', '법인세율 인상', '증권거래세율 인상', '양도소득세 대주주 확대', '세수 확대']","['정부', '기재부']","정부는 법인세율과 증권거래세율을 인상하고, 주식 양도소득세 대상 대주주 기준을 확대하는 내용의 세법 개정안을 발표했습니다. 이는 연평균 약 8조 2천억 원의 세수 증가를 예상하며, 확보된 재원은 AI 등 혁신 기술 분야 투자에 사용될 계획입니다.  서민과 중산층을 위한 감세 혜택도 포함되어 있습니다.",Neutral
https://www.donga.com/news/Economy/article/all/20250731/132107435/1,‘기업·대주주·금융사’ 콕 집어 증세…투자심리 위축 우려도,2025-07-31,"['증권거래세율 인상', '금융투자소득세']",['기재부'],2021년부터 단계적으로 인하되었던 증권거래세율이 코스피와 코스닥 시장 모두 0.15%에서 2.0%로 인상됩니다.  기재부 세제실장은 금융투자소득세 도입 폐지에 따른 조세 ...(내용 생략) 라고 언급했습니다.,Negative
http://www.edaily.co.kr/news/newspath.asp?newsid=06195926642240096,[미리보는 이데일리 신문] 관세 15%·3500억달러 투자 맞교환,2025-07-31,"['코스피 5000', '카드 소득공제', '고향사랑기부금', '산재', '안전관리']",[],"코스피 5000에 대한 우려와 함께 카드 소득공제 3년 연장 및 자녀당 50만원 추가 혜택, 고향사랑기부금 제도에 대한 내용이 간략하게 언급되어 있습니다. 또한 산업재해와 관련된 안전관리 문제점도 지적하고 있습니다.",Neutral
https://view.asiae.co.kr/article/2025073121343957194,"삼양홀딩스, 코스피 분할재상장 예비심사 통과",2025-07-31,"['삼양홀딩스', '분할 재상장', '삼양바이오팜', '예비심사', '적격 결정']","['한국거래소', '삼양홀딩스', '삼양바이오팜']",한국거래소는 삼양홀딩스의 의약바이오 부문 인적분할을 통한 삼양바이오팜(가칭)의 재상장에 대한 예비심사에서 적격 결정을 내렸습니다. 삼양홀딩스는 분할 재상장을 진행할 예정입니다.,Positive
http://www.econonews.co.kr/news/articleView.html?idxno=398602,[상한가 종목] 엔케이-NEW 이어 제이에스티나 상한가 마감,2025-07-31,"['코스피', '코스닥', '주식시장', '상한가', '주가 상승']","['엔케이', 'NEW', '제이에스티나']","코스피 시장에서 엔케이가 29.91% 상승했고, 코스닥 시장에서는 NEW와 제이에스티나가 상한가를 기록하는 등 주식시장에서 상승세가 나타났습니다.  상승률 및 종가 정보가 간략히 언급되어 있습니다.",Positive
http://www.econonews.co.kr/news/articleView.html?idxno=398605,"코스피, 기관 매도에 하락 마감...HD현대중공업, SK하이닉스 상승 VS 현대...",2025-07-31,"['코스피', '기관 매도', '하락 마감', '개인', '외국인']",[],"기관의 매도로 인해 코스피가 0.28% 하락 마감했습니다. 개인과 외국인은 각각 3675억원, 3407억원을 순매수했습니다.  전날까지 6거래일 연속 상승 후 차익 실현 매물 출회로 인한 하락으로 분석됩니다.",Negative
https://www.newsis.com/view/NISX20250731_0003274554,"LG씨엔에스 등 62개 종목, 다음 달 의무보유등록 해제",2025-07-31,['한국예탁결제원'],['한국예탁결제원'],한국예탁결제원 서울 여의도 사옥 전경 사진과 함께 재판매 및 DB 금지 문구가 포함되어 있습니다. 기사 내용은 거의 없습니다.,Neutral
https://www.idaegu.co.kr/news/articleView.html?idxno=518458,한미 무역협상 타결에 조선주 급등…한화오션 13.43%↑,2025-07-31,"['한미 무역협상', '조선주 급등', '한화오션', '남북 경협', '북미 관계 개선']","['한화오션', 'HD현대중공업', 'HD현대미포', 'HJ중공업', 'HD한국조선해양', '제이에스티나', '좋은사람들', '코데즈컴바인', '아난티', '일신석재', '신원', '남광토건']","한미 무역협상 타결로 조선주가 급등했습니다. 특히 한화오션은 13.43% 상승하며 11만원대를 돌파했습니다.  북미 관계 개선 기대감으로 남북 경협 관련주도 상승세를 보였으나, 코스피는 0.28% 하락 마감했습니다.",Positive
http://www.edaily.co.kr/news/newspath.asp?newsid=06159846642240096,"명인제약, 코스피 신규상장 예비심사 승인",2025-07-31,"['명인제약', '상장요건 충족', '코스피 상장', '예비심사', '유가증권시장']","['명인제약', '한국거래소']",명인제약이 코스피 상장을 위한 예비심사에서 상장요건을 충족하여 코스피 입성에 한 발 다가섰습니다. 한국거래소 유가증권시장본부의 발표 내용입니다.,Positive
http://www.edaily.co.kr/news/newspath.asp?newsid=06133606642240096,"삼양홀딩스, 코스피 분할 재상장 예비심사 통과…“재상장 적격”",2025-07-31,"['삼양홀딩스', '삼양바이오팜', '분할 신설', '재상장', '적격']","['한국거래소', '삼양홀딩스', '삼양바이오팜']",한국거래소는 삼양홀딩스의 분할 신설 예정 법인인 삼양바이오팜의 재상장을 적격으로 확정했습니다.  유가증권시장 상장 규정상 상장요건을 충족했다는 내용입니다.,Positive
https://news.sbs.co.kr/news/endPage.do?news_id=N1008200828&plink=ORI&cooper=NAVER,&quot;증시 띄운다며 세금 더 걷나&quot; 반발…'세제 개편안' 보니 (풀영상),2025-07-31,"['코스피', '개인투자자', '순매도', '사상최고점', '2021년']",[],"2021년 코스피가 사상 최고점을 기록했을 때, 개인 투자자들은 연말 폐장을 앞두고 6거래일 동안 8조 5천억 원어치 주식을 순매도했습니다.  이는 시장 활성화를 부추기는 정부 정책에도 불구하고 나타난 현상입니다.",Negative
https://news.sbs.co.kr/news/endPage.do?news_id=N1008200806&plink=ORI&cooper=NAVER,&quot;증시 활성화한다더니&quot;…세 부담 증가 절반은 대기업 몫,2025-07-31,"['코스피', '개인투자자', '순매도', '사상최고점', '2021년']",[],2021년 코스피가 사상 최고점을 기록했을 때 개인 투자자들은 연말 폐장을 앞두고 6거래일 동안 8조 5천억원 어치 주식을 순매도했습니다.  이는 시장 활성화를 위한 정부의 노력에도 불구하고 투자 심리가 위축되었음을 보여줍니다.,Negative
https://www.khan.co.kr/article/202507312108035,배당소득 분리과세 최고세율 35%로 절충에도…주가 발목·부자감세 ‘갑...,2025-07-31,"['세제개편안', '배당소득 분리과세', '최고세율', '대주주 양도세', '주식시장 활성화']","['기획재정부', '더불어민주당', '한국주식투자자연합회']","정부가 배당소득 분리과세 최고세율을 35%로 확정하고, 대주주 양도세 기준을 50억원에서 10억원으로 강화하는 세제개편안을 발표했습니다.  이에 대해 증권업계는 실망감을 표하며 주가 조정 가능성을 우려하고 있고, 한국주식투자자연합회는 대주주 과세 기준 강화에 반대하고 있습니다.",Neutral
https://www.betanews.net/article/view/beta202507310094,"한미 관세협상 타결에도...'매파 연준'에 원·달러 환율, 3.9원 오른 1387...",2025-07-31,"['코스피', '반락', '3240대', '원달러 환율 상승', '한미 무역협상']",[],코스피 지수가 한미 무역협상 타결에도 불구하고 7거래일 만에 하락하여 3240대로 내려섰습니다.  원달러 환율은 상승세를 보였습니다.,Negative
http://news.mt.co.kr/mtview.php?no=2025073120332378688,"삼양홀딩스, 코스피 분할재상장 거래소 문턱 넘었다",2025-07-31,"['삼양바이오팜', '코스피 상장', '삼양홀딩스', '분할', '상장 예정']","['삼양바이오팜', '삼양홀딩스']","삼양바이오팜이 11월 1일 독립법인으로 신설되고, 같은 달 24일 코스피 시장에 상장될 예정입니다. 삼양홀딩스와 삼양바이오팜의 분할 비율은 각각 0.9039233, 0.0960767 입니다.",Positive
http://www.biztribune.co.kr/news/articleView.html?idxno=337898,"[주식] 코스피, 미국과의 상호관세 기대감 선반영 및 우려에 3245선 약보...",2025-07-31,"['코스피', '하락', '한미 무역협상', '차익 실현', '원달러 환율']",[],"코스피 지수가 한미 무역협상 타결에도 불구하고 0.28% 하락 마감했습니다.  장 초반 상승세를 보였으나, 차익 실현 매물 출회와 협상 세부 내용에 대한 우려로 하락 전환되었으며, 무역회사와 자동차, 석유가스 등 특정 업종의 하락이 두드러졌습니다. 원달러 환율은 상승했습니다.",Negative
https://www.kyeonggi.com/article/20250731580419,"한동훈 “與, 관세협정에 과세확대까지…국장 사지로 모는 것”",2025-07-31,"['코스피', '주식 양도세', '대주주 기준', '세제 개편안', '10억원']",['기획재정부'],기획재정부가 주식 양도세 관련 대주주 기준을 50억원에서 10억원으로 낮추는 세제 개편안을 발표했습니다.  이에 대해 비판적인 시각이 제기되며 코스피 지수 상승에 대한 정부의 목표 달성에 대한 의문이 제기되고 있습니다.,Negative
https://www.chosun.com/economy/economy_general/2025/07/31/EHWBXUVNOVA5BNL4LD2PKEA2IU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,李 “증세 바람직하지 않다”더니... 인상 규모 文때의 1.5배,2025-07-31,"['코스피 5000', '자본시장 활성화', '이재명 정부', '지분율 기준', '대주주 기준']",[],시장에서는 이재명 정부의 '코스피 5000' 공약과 자본시장 활성화 기조와는 상반되는  정부의 대주주 기준 강화 조치에 대한 우려가 제기되고 있습니다.  대주주 기준 강화로 인해 지분율 기준이 부활했습니다.,Negative
